orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
4758,sonia giusto,2,"[('sonal gupta', 70), ('soir', 68), ('shannon gibson', 62), ('sonia singh', 61), ('gibson', 60), ('cornelia griggs', 59), ('guido giustetto', 59), ('jonathan giftos', 59), ('sanjay gupta', 58), ('sonia angell', 58), ('sonia y angell', 56), ('sunetra gupta', 56), ('suniya luthar', 56), ('leonard go', 55), ('dong guoju', 55), ('sonal tuli', 55), ('silva bino', 55), ('gupta', 54), ('gu su', 54), ('erin gustafson', 54)]",SELF,Unidentified,,No info,,Unknown,,No,No,No,No,No,No,Yes,Sonia is a photographer for Reuters
4759,sonia singh,2,"[('singh', 90), ('adarsh pratap singh', 86), ('sunit singla', 70), ('jag singh', 70), ('sonia angell', 70), ('soir', 68), ('shubhra singh', 67), ('patrick soon shiong', 66), ('sonia y angell', 64), ('samir sinha', 64), ('saira sheikh', 61), ('sonia giusto', 61), ('jayant singh', 61), ('rajita sinha', 61), ('sania ashraf', 61), ('sandra smith', 61), ('harmandeep singh', 59), ('monica schoch spana', 58), ('josiah solis', 58), ('sanjay pingle', 58)]",SELF,Female,,She,,South Asian,,No,No,No,Yes,No,No,No,https://www.linkedin.com/in/soniasinghaz/
4760,sonia y angell,3,"[('sonia angell', 95), ('yuan', 68), ('soir', 68), ('yang', 68), ('sonia singh', 64), ('angela yeh', 64), ('jim angel', 61), ('angelo virgona', 61), ('anthony santella', 60), ('amy', 60), ('sandra kane gill', 60), ('yu dan', 60), ('dali yang', 60), ('angelo giupponi', 59), ('roy anderson', 59), ('sanjay pingle', 59), ('allison aiello', 57), ('danielle stansky', 57), ('lisa anderson', 56), ('sion roy', 56)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,"https://www.nytimes.com/2020/08/11/us/sonia-angell-ca-health-director-resigns.html, https://www.linkedin.com/in/sonia-angell-81980114a/"
4761,sonya babu narayan,3,"[('gary simon', 60), ('nayan shah', 60), ('ryan stanton', 60), ('mona barzin', 58), ('barbara osborne', 58), ('tara narula', 58), ('tony barton', 58), ('amy stone', 57), ('susan ray', 57), ('arun sanyal', 57), ('mangala narasimhan', 56), ('soumya swaminathan', 56), ('arvind narayanan', 56), ('sanjaya senanayake', 56), ('nam tran', 56), ('tony narula', 55), ('norman swan', 55), ('barbara yaffe', 55), ('anant bhan', 54), ('john baugh', 54)]",SELF,Female,,She,,South Asian,,Yes,Yes,No,No,No,No,No,https://www.rbht.nhs.uk/specialists/dr-sonya-babu-narayan
4762,soo kim,2,"[('kim', 90), ('kim jong un', 86), ('j joseph kim', 86), ('kim dong yup', 86), ('kim dong bae', 86), ('robert kim farley', 86), ('kim saruwatari', 86), ('claire jean kim', 86), ('yae jean kim', 86), ('robert j kim farley', 86), ('kim yi dionne', 86), ('kim binsted', 86), ('kim reynolds', 86), ('pauline kim', 86), ('kim hjelmgaard deaths', 86), ('kim king smith', 86), ('jesi kim', 67), ('sopon iamsirithaworn', 64), ('jason kindrachuk', 64), ('jason kindrachuck', 64)]",SELF,Female,,She,,East Asian,,No,No,No,No,No,No,Yes,https://twitter.com/misssookim?lang=en
4763,sophie bostock,2,"[('sophie gregoire trudeau', 86), ('uche blackstock', 62), ('bolton', 60), ('sophie richardson', 58), ('ms shi', 57), ('stephen kotkin', 57), ('robin shattock', 57), ('john brooks', 56), ('james stock', 56), ('roxanne sutocky', 55), ('daniel books', 54), ('sonia giusto', 54), ('steven stack', 54), ('steph', 54), ('stephen hoption cann', 53), ('stephen burks', 52), ('stephen moore', 52), ('daniel brooks', 52), ('ira byock', 52), ('sheli radoshitzky', 52)]",SELF,Female,,She,,White/European,,Yes,No,No,No,Yes,No,No,https://www.thesleepscientist.com/about
4764,sophie gregoire trudeau,3,"[('trudeau', 90), ('sophie bostock', 86), ('justin trudeau', 86), ('rob gore', 64), ('lacie gregory', 62), ('gregory byrd', 60), ('gregory gray', 60), ('george hw', 60), ('gregor smith', 60), ('greg brew', 60), ('siegel', 60), ('george tita', 58), ('alex george', 58), ('greg peters', 58), ('george mason', 57), ('ms shi', 57), ('greg mortimer', 56), ('sophie richardson', 55), ('shigeru omi', 55), ('nicole saphier', 55)]",SELF,Female,,She,,White/European,,No,No,No,Yes,No,Yes,No,https://en.wikipedia.org/wiki/Sophie_Gr%C3%A9goire_Trudeau
4765,sophie richardson,2,"[('richard', 90), ('kristopher richardson', 84), ('rob richardson', 79), ('chad stone', 70), ('richard stone', 69), ('richard pan', 68), ('richard shelby', 67), ('richard sheehan', 66), ('richard schilsky', 64), ('richard viney', 64), ('rick hasen', 63), ('edward richards', 62), ('richard branson', 62), ('richard p sloan', 62), ('richard sugrue', 62), ('richard jackson', 62), ('stephen anderson', 61), ('john shiver', 60), ('richard hasen', 60), ('craig richard', 60)]",SELF,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://www.hrw.org/about/people/sophie-richardson
4766,sopon iamsirithaworn,2,"[('soir', 68), ('soo kim', 64), ('shira doron', 58), ('sonia singh', 58), ('samir sinha', 58), ('annika sridharan', 56), ('simon anthony', 55), ('sophie richardson', 54), ('patrick soon shiong', 53), ('soumya swaminathan', 53), ('shondipon laha', 53), ('richard stone', 53), ('sion roy', 53), ('mao shoulong', 52), ('sharon a mcgrath morrow', 51), ('tara smith', 51), ('jonathon sumption', 51), ('simon walsh', 50), ('sonia giusto', 50), ('liam smeeth', 50)]",SELF,Male,,He,,East Asian,,Yes,Yes,No,No,No,No,No,http://www.interfetpthailand.net/about_index.php?s=fetp-director
4767,sorrento,1,"[('soir', 68), ('erin m sorrell', 60), ('scott rein', 56), ('salvatore stolfo', 56), ('veronika skvortsova', 56), ('swanton', 53), ('sean asiquq topkok', 53), ('sonia giusto', 50), ('sean', 50), ('sens', 50), ('sturgeon', 50), ('scott morrow', 50), ('sion roy', 50), ('kathryn seawant', 48), ('serene srouji', 48), ('stuart weston', 48), ('nick scriven', 48), ('frank snowden', 48), ('darien sutton', 48), ('sarah turbett', 48)]",na,,A theraputics company,,,,,,,,,,,,
4768,sotiris tsiodras,2,"[('soir', 68), ('said', 68), ('travis', 60), ('ms shi', 60), ('travis stork', 57), ('sterghios moschos', 55), ('chris spitters', 53), ('stathis giotis', 53), ('tomaso montanari', 53), ('dominic travis', 53), ('sion roy', 53), ('sirous asgari', 52), ('trish regan', 52), ('samir sinha', 52), ('irina sannikova', 52), ('sanders', 51), ('hobart kirsty short', 51), ('sonia giusto', 50), ('ikuo tsunoda', 50), ('lisa santora', 50)]",SELF,Male,,He,,White/European,,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Sotiris_Tsiodras
4769,soumya swaminathan,2,"[('jayashankar swaminathan', 72), ('swan', 68), ('sascha meinrath', 61), ('saint mark', 60), ('karen smith', 58), ('craig smith', 58), ('sarah van orman', 58), ('samir sinha', 58), ('davey smith', 58), ('david smith', 58), ('norman swan', 58), ('kumi smith', 57), ('mark smith', 57), ('shinu syamalan', 56), ('sonya babu narayan', 56), ('sam fink', 56), ('joshua stephany', 55), ('shabana khan', 55), ('sonia singh', 55), ('susan athey', 55)]",SELF,Female,,She,,South Asian,,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Soumya_Swaminathan_(scientist)
4770,speranta dumitru,2,"[('sean', 68), ('sean truman', 59), ('sandra smith', 57), ('serena masino', 55), ('stephen smith', 55), ('stephen goldsmith', 55), ('tara smith', 54), ('janet diaz', 54), ('shupe', 54), ('saint mark', 54), ('nate smith', 54), ('patel dunn', 54), ('sherlita amler', 53), ('ryan demmer', 52), ('stacie san miguel', 52), ('peter smith', 52), ('dmitry korkin', 52), ('susan butler wu', 52), ('juan dumois', 52), ('gu su', 51)]",SELF,Female,,She,,White/European,,No,No,Yes,No,No,No,No,https://as.nyu.edu/faculty/speranta-dumitru.html
4771,srinivas rajkumar,2,"[('sunil kumar', 70), ('ras baraka', 63), ('rinesh parmar', 60), ('mark simon', 60), ('saint mark', 60), ('ramesh raskar', 60), ('roshini rajapaksa', 59), ('laura sienas', 59), ('rajita sinha', 59), ('rajiv rajan', 58), ('robin may', 57), ('rohini haar', 57), ('sarah rudman', 55), ('mark slifka', 55), ('samir sinha', 55), ('rashmi rao', 54), ('singh', 54), ('subodha kumar', 53), ('maria repnikova', 53), ('sion roy', 53)]",SELF,Male,,He,,South Asian,,Yes,Yes,No,No,No,No,No,"https://scroll.in/latest/963670/coronavirus-aiims-doctor-who-criticised-substandard-ppe-quality-gets-show-cause-notice, https://in.linkedin.com/in/srinivasaiims"
4772,st paul,2,"[('paul', 90), ('paul stoffels', 86), ('paul earley', 86), ('shane paul mcghie', 86), ('paul ramsey', 86), ('jean paul mira', 86), ('paul kellam', 86), ('paul klenerman', 86), ('paul levinson', 86), ('sanjukta paul', 86), ('paul lombardo', 86), ('paul biddinger', 86), ('paul friedrichs', 86), ('paul spoonley', 86), ('gen paul friedrichs', 86), ('paul rhodes', 86), ('paul pottinger', 86), ('paul tambyah', 86), ('paul williams', 86), ('paul hunter', 86)]",na,,,,,,,,,,,,,,
4773,stacey mearns,2,"[('marr', 68), ('sean', 68), ('mark steyn', 66), ('stacia martin west', 65), ('stanley deresinski', 65), ('steve parnis', 64), ('stacie san miguel', 64), ('tracey mcnamara', 64), ('stanley perlman', 64), ('stanley rosen', 62), ('constance macintosh', 62), ('erin staples', 61), ('peter staley', 61), ('megan sandel', 61), ('martin', 60), ('natalie marino', 59), ('jason stanley', 59), ('marion nestle', 59), ('shawn evans', 58), ('linsey marr', 58)]",SELF,Female,,She,,White/European,,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/stacey-mearns-57552919/
4774,stacia martin west,3,"[('martin', 90), ('robert west', 86), ('greg martin', 86), ('martin zand', 86), ('martin mckee', 86), ('martin wachs', 86), ('marr', 68), ('stacey mearns', 65), ('stuart weston', 65), ('ivan martinez', 65), ('martin s hirsch', 64), ('tsai ing wen', 64), ('saint mark', 63), ('mary tinetti', 63), ('marti cetron', 63), ('laura martinez', 62), ('martin cetron', 62), ('martin weller', 60), ('margot', 60), ('martin blaser', 60)]",SELF,Female,,She,,White/European,,Yes,No,No,No,No,No,No,http://tennessee.academia.edu/StaciaWest/CurriculumVitae
4775,stacie san miguel,3,"[('swan', 68), ('sean', 68), ('stacey mearns', 64), ('manuel', 60), ('samuel', 60), ('siegel', 60), ('michel', 60), ('melanie saville', 59), ('maciej boni', 58), ('steve tsang', 58), ('stacia martin west', 57), ('marc siegel', 57), ('stefano magnone', 56), ('miguel betancourt', 56), ('hai shao', 56), ('stefano fagiuoli', 55), ('david sanger', 55), ('susan michie', 55), ('steven miles', 55), ('sonia angell', 55)]",SELF,Female,,She,,Unknown,All I was able to find about her was that her family is from Hawaii: https://wellness.ucsd.edu/studenthealth/about/Pages/physicians.aspx,No,Yes,No,No,No,No,No,https://wellness.ucsd.edu/studenthealth/about/Pages/physicians.aspx
4776,staffan sylvan,2,"[('alfa sa', 64), ('sean safford', 59), ('silvana agatone', 59), ('stefan hanson', 59), ('saveez saffarian', 57), ('shinu syamalan', 57), ('sullivan', 56), ('shawn evans', 56), ('susan salka', 56), ('dan suan', 56), ('susan crossland', 55), ('stefano magnone', 55), ('stefan rousseau', 55), ('stanley perlman', 55), ('safar', 54), ('stefan baral', 54), ('masaaki sano', 54), ('shabana khan', 54), ('salaj masand', 54), ('stephan hahn', 54)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.researchgate.net/profile/Staffan_Sylvan
4777,stankiewicz,1,"[('sean', 68), ('swan', 68), ('stephanie cacioppo', 58), ('stephanie luce', 56), ('stuart neil', 55), ('susan kline', 55), ('sanders', 51), ('steven keith platt', 50), ('stephanie grisham', 50), ('christiane spitzmueller', 50), ('anton sebastianpillai', 50), ('annelies wilder smith', 50), ('stephanie nebehay', 50), ('steve h hanke', 50), ('sarai eitches', 50), ('stanley cup playoffs', 50), ('stefano menzo', 50), ('sultan salimee', 48), ('steven kitchen', 48), ('stew shankman', 48)]",na,,,,,,,,,,,,,,
4778,stanley cup playoffs,3,"[('stanley rosen', 86), ('jason stanley', 86), ('swan', 68), ('sean', 68), ('stanley plotkin', 63), ('stanley perlman', 63), ('claire standley', 60), ('yi cui', 60), ('larry chu', 57), ('sean o leary', 57), ('andrew stanley pekosz', 56), ('stanley deresinski', 53), ('stefan flores', 53), ('stephanie cacioppo', 53), ('sanjay gupta', 52), ('amy cho', 51), ('paul offit', 51), ('st paul', 51), ('chris sale', 51), ('sanders', 51)]",na,,,,,,,,,,,,,,
4779,stanley deresinski,2,"[('stanley rosen', 71), ('swan', 68), ('sens', 68), ('sean', 68), ('drew', 68), ('stanley perlman', 67), ('jason stanley', 66), ('stacey mearns', 65), ('stanley plotkin', 61), ('andrew stanley pekosz', 59), ('claire standley', 58), ('steve adler', 58), ('drew pinsky', 58), ('anne deprince', 58), ('lance dodes', 58), ('danielle anderson', 57), ('nikita desai', 57), ('de jesus', 56), ('scott anderson', 56), ('derek horstmeyer', 56)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://stanfordhealthcare.org/doctors/d/stanley-deresinski.html
4780,stanley perlman,2,"[('stanley plotkin', 73), ('stanley rosen', 71), ('peter staley', 70), ('sean', 68), ('swan', 68), ('jason stanley', 67), ('suzanne wertman', 67), ('stanley deresinski', 67), ('erin staples', 64), ('stacey mearns', 64), ('sara lederman', 64), ('claire standley', 64), ('dan suan', 64), ('stanley cup playoffs', 63), ('sean truman', 62), ('andrew stanley pekosz', 61), ('stefan jeremiah', 60), ('steve wasserman', 60), ('sten vermund', 59), ('norman swan', 59)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Stanley_Perlman
4781,stanley plotkin,2,"[('stanley perlman', 73), ('stanley rosen', 71), ('sean', 68), ('swan', 68), ('jason stanley', 67), ('peter staley', 64), ('sally watkins', 64), ('claire standley', 64), ('stanley cup playoffs', 63), ('stephen kotkin', 62), ('andrew stanley pekosz', 61), ('stanley deresinski', 61), ('nancy pelosi', 59), ('sunny hostin', 59), ('sanjay pingle', 57), ('susan hopkins', 57), ('erin staples', 56), ('leo poon', 56), ('paul pottinger', 55), ('kari scantlebury', 55)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Stanley_Plotkin
4782,stanley rosen,2,"[('stanley cup playoffs', 86), ('andrew stanley pekosz', 86), ('jason stanley', 73), ('stanley deresinski', 71), ('stanley plotkin', 71), ('stanley perlman', 71), ('swan', 68), ('sens', 68), ('sean', 68), ('christian rose', 67), ('claire standley', 67), ('rowena', 66), ('stefan rousseau', 64), ('hilary rosen', 64), ('shane g owens', 62), ('stacey mearns', 62), ('daniel roshan', 62), ('randy cron', 61), ('erin staples', 61), ('peter staley', 61)]",SELF,Male,,He,,White/European,,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Stanley_Rosen
4783,stathis giotis,,"[('efstathios giotis', 90), ('susanne straif bourgeois', 61), ('scott gottlieb', 57), ('tista ghosh', 56), ('samantha gaines', 55), ('jonathan giftos', 55), ('josiah solis', 54), ('brett giroir', 54), ('steph', 54), ('sotiris tsiodras', 53), ('stefano fagiuoli', 53), ('stephanie grisham', 52), ('sterghios moschos', 52), ('sarai eitches', 52), ('shanthi kappagoda', 52), ('travis gayles', 52), ('stephen powis', 52), ('stacia martin west', 50), ('itay goldstein', 50), ('sachin nagrani', 50)]",efstathios giotis,,,,,,,,,,,,,,
4784,stefan baral,2,"[('barr', 68), ('sean', 68), ('stefano ragazzi', 67), ('stefan rousseau', 67), ('steven marshall', 67), ('stefan jeremiah', 67), ('stefano fagiuoli', 64), ('dean baker', 64), ('hal stern', 64), ('stefan hanson', 64), ('stefan flores', 64), ('barbara stengel', 64), ('kari stefansson', 64), ('stephen baker', 64), ('stefani reynolds', 64), ('steven b abramson', 62), ('stephanie hall', 62), ('st paul', 61), ('mark steyn', 61), ('sean truman', 61)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.jhsph.edu/faculty/directory/profile/2433/stefan-baral
4785,stefan flores,2,"[('stefani reynolds', 69), ('sean', 68), ('stefan jeremiah', 64), ('fang li', 64), ('sean safford', 64), ('stefan baral', 64), ('stefano magnone', 64), ('steven miles', 64), ('stefan rousseau', 64), ('sean leng', 64), ('stefano fagiuoli', 62), ('stefan hanson', 62), ('stephen moore', 62), ('stephen morse', 62), ('steven taylor', 62), ('stefano menzo', 62), ('stephen s morse', 61), ('steven', 60), ('george stephanopoulos', 59), ('stephanie luce', 59)]",SELF,Male,,He,,Latinx,,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/stefan-flores-b255765b
4786,stefan hanson,2,"[('han', 90), ('stefano magnone', 79), ('sean hannity', 72), ('stephan hahn', 72), ('stephen anderson', 69), ('stefano menzo', 69), ('steven nelson', 69), ('hahn', 68), ('sean', 68), ('steven l thomason', 67), ('steven hahn', 67), ('jason stanley', 66), ('steve nelson', 64), ('sten linnarsson', 64), ('stephen hahn', 64), ('stella hines', 64), ('steve bannon', 64), ('kari stefansson', 64), ('stefan baral', 64), ('stefano fagiuoli', 62)]",SELF,Male,,He,,White/European,,Yes,No,No,No,No,No,No,https://www.researchgate.net/scientific-contributions/2164501801-Stefan-Hanson
4787,stefan jeremiah,2,"[('sean', 68), ('stefan rousseau', 67), ('stefan baral', 67), ('stefan flores', 64), ('seema verma', 62), ('sean truman', 62), ('stefano m bertozzi', 61), ('stefano ragazzi', 60), ('steven', 60), ('stefan hanson', 60), ('stefano magnone', 60), ('don jr', 60), ('sean leng', 60), ('stanley perlman', 60), ('sten vermund', 59), ('stephan hahn', 59), ('stefani reynolds', 58), ('hal stern', 57), ('jessica justman', 57), ('jeremy schefers', 57)]",SELF,Male,,He,,White/European,,No,No,No,No,No,No,Yes,https://www.stefantjeremiah.com/about
4788,stefan rousseau,2,"[('sean', 68), ('stefan jeremiah', 67), ('stefan baral', 67), ('stefani reynolds', 65), ('stanley rosen', 64), ('stefan flores', 64), ('christian rose', 62), ('sara rosenbaum', 62), ('sean truman', 62), ('st paul', 61), ('susan crossland', 60), ('stefano ragazzi', 60), ('steven', 60), ('stefan hanson', 60), ('stefano magnone', 60), ('sean cook', 60), ('gary ross', 60), ('sean o leary', 59), ('stefano fagiuoli', 58), ('stephen morse', 57)]",SELF,Male,,He,,White/European,,No,No,No,No,No,No,Yes,http://stefanrousseau.com/about-contact
4789,stefani reynolds,2,"[('kim reynolds', 76), ('stefan flores', 69), ('stefano menzo', 69), ('garth reynolds', 69), ('ryan', 68), ('sean', 68), ('gabriel said reynolds', 65), ('stefan rousseau', 65), ('stefan baral', 64), ('stefan hanson', 62), ('jonathan rynhold', 62), ('steven', 60), ('stefano magnone', 58), ('stefan jeremiah', 58), ('sten vermund', 57), ('steven riley', 57), ('stephen redd', 57), ('stuart reyes', 57), ('stefano fagiuoli', 56), ('sean leng', 56)]",SELF,Female,,She,,White/European,,No,No,No,No,No,No,Yes,"https://www.stefanireynolds.com/#1, https://www.linkedin.com/in/stefani-reynolds-13531312b/"
4790,stefano fagiuoli,2,"[('stefano magnone', 71), ('stefano ragazzi', 71), ('sean', 68), ('stefano menzo', 66), ('stefan baral', 64), ('stefan hanson', 62), ('stefan flores', 62), ('kari stefansson', 62), ('st paul', 61), ('lisa fazio', 60), ('semansky fauci', 60), ('gao fu', 60), ('steven', 60), ('stefano m bertozzi', 59), ('stefan rousseau', 58), ('hal stern', 57), ('sean leng', 57), ('stephen ferguson', 56), ('stefani reynolds', 56), ('stephen goldsmith', 55)]",SELF,Male,,He,,White/European,,Yes,Yes,No,No,No,No,No,https://www.virology-education.com/fagiuoli-stefano/
